id,username,date,text,hashtags,geo,type,state,tweet,road_closure
1187452569204867073,CaltransHQ,2019-10-24 19:35:28,rt  countyofsonoma  actualización de kincade fire  centros de evacuacion   ,[],,official,Florida,RT  CountyofSonoma  Actualización de Kincade Fire  Centros de Evacuacion   ,0
1187451574165082112,CALFIRE_PIO,2019-10-24 19:31:31,#rt  cal fire  new incident  #muirfire off highway 1 and panoramic hwy stinson beach in marin county is 40 acres …  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'MuirFire', 'indices': [29, 38]}]",,official,Florida,#RT  CAL FIRE  New incident  #MuirFire off Highway 1 and Panoramic Hwy Stinson Beach in Marin County is 40 acres …  ,1
1187451571644305411,CALFIRE_PIO,2019-10-24 19:31:31,#rt  cal fire  #kincadefire  update  for live video of the press briefing please visit   ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'KincadeFire', 'indices': [15, 27]}]",,official,Florida,#RT  CAL FIRE  #KincadeFire  update  For live video of the press briefing please visit   ,0
1187451568276361217,CALFIRE_PIO,2019-10-24 19:31:30,#rt  cal fire  #kincadefire  update  cal fire and sonoma county sheriff’s officials will provide an update on the c…  ,"[{'text': 'RT', 'indices': [0, 3]}, {'text': 'KincadeFire', 'indices': [15, 27]}]",,official,Florida,#RT  CAL FIRE  #KincadeFire  update  CAL FIRE and Sonoma County Sheriff’s officials will provide an update on the c…  ,0
1187449045536706560,CALFIRESANDIEGO,2019-10-24 19:21:28,  calfiresandiego is aware of two fires burning in mexico  neither pose a threat to the us at this time however we…  ,[],,official,Florida,  CALFIRESANDIEGO is aware of two fires burning in Mexico  Neither pose a threat to the US at this time however we…  ,0
1187448453367914497,CAL_FIRE,2019-10-24 19:19:07,new incident  #muirfire off highway 1 and panoramic hwy stinson beach in marin county is 40 acres  lead agency …  ,"[{'text': 'MuirFire', 'indices': [14, 23]}]",,official,Florida,New incident  #MuirFire off Highway 1 and Panoramic Hwy Stinson Beach in Marin County is 40 acres  Lead agency …  ,1
1187446812535246848,CaltransDist3,2019-10-24 19:12:36,rt  calfire butteco  much of #buttecounty remains under a red flag warning today   in response to this we have stopped work on various fue…,"[{'text': 'ButteCounty', 'indices': [29, 41]}]",,official,Florida,RT  CALFIRE ButteCo  Much of #ButteCounty remains under a Red Flag Warning today   In response to this we have stopped work on various fue…,1
1187444073893777408,CAL_FIRE,2019-10-24 19:01:43,#kincadefire  update  for live video of the press briefing please visit   ,"[{'text': 'KincadeFire', 'indices': [0, 12]}]",,official,Florida,#KincadeFire  update  For live video of the press briefing please visit   ,0
1187435865657626624,CaltransHQ,2019-10-24 18:29:06,rt  caltrans8  caltrans is working with usfs and san bernardino county fire on the #oldwaterfire incident which has sr 18 closed from 40th…,"[{'text': 'OldWaterFire', 'indices': [83, 96]}]",,official,Florida,RT  Caltrans8  Caltrans is working with USFS and San Bernardino County Fire on the #OldWaterFire incident which has SR 18 closed from 40th…,1
1187431303081152513,CaltransHQ,2019-10-24 18:10:58,rt  nwslosangeles  critical fire weather conditions thru friday w  wind gusts 40-70 mph &amp  very low humidity esp  over the mtns  red flag wa…,[],,official,Florida,RT  NWSLosAngeles  Critical fire weather conditions thru Friday w  wind gusts 40-70 mph &amp  very low humidity esp  over the Mtns  Red Flag Wa…,1
1187428652398477312,CALFIRE_MEU,2019-10-24 18:00:26,check out my  favorite pages  collection on google   ,[],,official,Florida,Check out my  Favorite pages  collection on Google   ,0
1187428362035154945,VCFD,2019-10-24 17:59:17,rt  vcfd pio  the additional equipment in ventura county has been assembled and briefed on current conditions and plans adding an extra 15…,[],,official,Florida,RT  VCFD PIO  The additional equipment in Ventura County has been assembled and briefed on current conditions and plans adding an extra 15…,0
1187426875930374144,CAL_FIRE,2019-10-24 17:53:23,#kincadefire  update  cal fire and sonoma county sheriff’s officials will provide an update on the current status o…  ,"[{'text': 'KincadeFire', 'indices': [0, 12]}]",,official,Florida,#KincadeFire  update  CAL FIRE and Sonoma County Sheriff’s officials will provide an update on the current status o…  ,1
1187426384550887424,CALFIRELNU,2019-10-24 17:51:26,"#kincadefire press conference announcement
#calfirelnu #calfire  ","[{'text': 'KINCADEFIRE', 'indices': [0, 12]}, {'text': 'CALFIRELNU', 'indices': [43, 54]}, {'text': 'CALFIRE', 'indices': [55, 63]}]",,official,Florida,"#KINCADEFIRE PRESS CONFERENCE ANNOUNCEMENT
#CALFIRELNU #CALFIRE  ",0
1187425096056442880,CaltransHQ,2019-10-24 17:46:18,rt  cal oes  current statewide fire map as of 8am this morning showing location of active fires  for the latest fire information check out…,[],,official,Florida,RT  Cal OES  Current statewide fire map as of 8am this morning showing location of active fires  For the latest fire information check out…,1
1187423179381149696,CaltransHQ,2019-10-24 17:38:41,rt  cagovernor  live now   gavinnewsom delivers a briefing on the utility company public safety power shutoffs and fire threats throughout…,[],,official,Florida,RT  CAgovernor  LIVE NOW   GavinNewsom delivers a briefing on the utility company Public Safety Power Shutoffs and fire threats throughout…,0
1187421878979162113,CaltransHQ,2019-10-24 17:33:31,rt  cal oes  if your power is out pg&amp e community resource centers are available throughout california with restrooms bottled water a c…,[],,official,Florida,RT  Cal OES  If your power is out PG&amp E Community Resource Centers are available throughout California with restrooms bottled water A C…,0
1187419313742864384,CaltransHQ,2019-10-24 17:23:20,"rt  fema  if you are in an area at risk for wildfires stay safe 

🔹 if authorities tell you to evacuate leave quickly 

🔹 pay attention t…",[],,official,Florida,"RT  fema  If you are in an area at risk for wildfires stay safe 

🔹 If authorities tell you to evacuate leave quickly 

🔹 Pay attention t…",1
1187418978991271936,VCFD,2019-10-24 17:22:00,rt  sce  due to weather conditions that may create the potential for elevated fire risk public safety power shutoffs are under considerati…,[],,official,Florida,RT  SCE  Due to weather conditions that may create the potential for elevated fire risk Public Safety Power Shutoffs are under considerati…,0
1187418190474702848,CaltransHQ,2019-10-24 17:18:52,rt  placervillepd  oct  21-25 is national school bus safety week  remember to stop on red for buses  it not only keeps kids getting on or o…,[],,official,Florida,RT  placervillepd  Oct  21-25 is National School Bus Safety Week  Remember to stop on red for buses  It not only keeps kids getting on or o…,0
1187417973369106432,CaltransHQ,2019-10-24 17:18:00,rt  cal oes  the time is now to prepare  do not wait until instructed to evacuate  create a disaster preparedness plan build an emergency…,[],,official,Florida,RT  Cal OES  The time is NOW to prepare  Do not wait until instructed to evacuate  Create a disaster preparedness plan build an emergency…,0
1187417025984876544,CALFIREAEU,2019-10-24 17:14:14,10 20 update #princefire - vegetation fire has been held to less than an acre  firefighters will remain on scene to continue to mop up ,"[{'text': 'PrinceFire', 'indices': [13, 24]}]",,official,Florida,10 20 Update #PrinceFire - Vegetation Fire has been held to less than an acre  Firefighters will remain on scene to continue to mop up ,0
1187414546534686720,CaltransHQ,2019-10-24 17:04:23,"rt  nwssacramento  🔥 heres the latest fire weather outlook  

⚠️extreme fire weather conditions are likely this weekend  now is the time t…",[],,official,Florida,"RT  NWSSacramento  🔥 Heres the latest fire weather outlook  

⚠️Extreme fire weather conditions are likely this weekend  Now is the time t…",1
1187414506453909505,CaltransHQ,2019-10-24 17:04:14,"rt  cagovernor  we are monitoring the #kincadefire that broke out overnight  evacuations are underway now  

follow  cal fire for new updat…","[{'text': 'KincadeFire', 'indices': [38, 50]}]",,official,Florida,"RT  CAgovernor  We are monitoring the #KincadeFire that broke out overnight  Evacuations are underway now  

Follow  CAL FIRE for new updat…",0
1187414254682402816,CaltransD2,2019-10-24 17:03:14,from  nwssacramento   fire weather outlook for today  10 24  through monday  10 28    #cawx  ,"[{'text': 'CAwx', 'indices': [86, 91]}]",,official,Florida,From  NWSSacramento   Fire Weather Outlook for today  10 24  through Monday  10 28    #CAwx  ,0
