Id,SalePrice
2658,187687.60009638523
2718,167061.02086411754
2414,221340.77230754175
1989,146906.22395982797
625,158448.55356566363
333,96388.58296316155
1327,96443.33773194568
858,128787.4374840156
95,231415.64976382034
1568,152151.7551554895
2482,183302.176601923
1364,139065.36541608413
2584,157408.21295876527
818,257483.96169679525
2673,182157.36844918883
2089,132729.78083647246
1297,160748.25385459675
790,118110.25757111167
2616,179200.61093484622
720,257572.46064328443
222,117398.44557691808
557,106666.51089522999
1148,205204.08411557216
2766,136218.11743930972
534,206118.94658555562
1452,106666.51089522999
630,131760.16359770496
2648,155179.23603796284
125,139831.9321790618
1904,50520.05532141324
1670,83575.9670676768
756,102740.13614211982
717,283980.2277965783
1032,123859.50829344458
852,221121.7532324053
1731,184714.87398269592
2639,127325.02732619096
2071,56696.41758640483
1267,143730.44737034885
1851,213784.61421533278
567,183685.45998341189
2439,242695.13213334966
1898,132017.96884227887
647,168534.3576295565
2256,221614.54615146236
979,110186.78469676053
1444,237219.65525493742
2485,112196.7425424264
157,110608.8542476868
88,116303.35020123562
2003,127692.34210833319
186,286373.46902373305
1425,250618.60500770085
2695,133824.87621215492
738,121888.33661721612
395,138298.79865310638
1353,204536.1002825484
1878,132948.79991160898
390,170204.86025490338
1456,241545.2819888831
1103,272027.71960229287
1387,121778.82707964792
2070,123749.99875587632
1199,196322.88496493
2479,204437.51735259447
501,275148.7414229879
2362,83575.9670676768
1718,187956.33194857347
2188,56214.551274962025
1483,163097.66692058172
2557,77498.18773263914
437,300171.67075733206
2224,167537.84518382803
1628,220026.65785672283
397,116850.89788907685
587,176517.62726442417
2182,498292.19979664707
971,156329.08618242946
2611,148209.41180303262
1887,107652.0967333442
2399,316960.3741829787
2148,219314.84586252924
304,142733.93492462032
1997,133715.36667458666
2817,115224.22342489986
1431,174546.45558819576
427,308544.1083895705
263,107323.56812063948
598,154396.7006756385
2895,255656.04373584013
687,163978.78521286004
1822,114058.40468108654
2191,110296.29423432879
179,150618.62162953406
1009,229428.5094882453
2010,129115.96609672037
1991,172027.73622412607
1411,141983.33676098927
1721,247278.56411186932
1144,208489.37024261954
593,253356.343446907
575,289489.4488526957
1249,180131.44200417626
1604,109897.04225349321
1064,377503.17985887197
1923,150235.33824804518
1988,106776.02043279825
2325,164307.31382556475
114,185661.67365137266
2700,187304.31671489635
217,102361.89475236333
343,160638.74431702856
386,264800.0901227887
2005,112267.46591055719
2908,121778.82707964792
1814,221231.2627699735
2446,406309.23023105296
208,158574.03170257848
1679,130649.0996226758
822,313675.0880559314
6,169947.0550103294
1781,349906.776391674
2397,270056.54792606446
2340,278801.34233217745
1618,162609.91599325696
2843,193244.7269505426
1061,312585.03467198124
2786,106666.51089522999
1935,114551.19760014367
1341,125940.18950724124
521,268726.46487589885
2136,115482.02866947377
996,171808.7171489896
227,138205.25771488476
135,143883.78506908694
1167,166935.54272720264
294,256219.56002302805
1776,214386.91667195817
540,200424.4506320068
1717,187956.33194857347
2303,104038.2819935921
116,157736.74157147005
127,118384.03141503228
1371,162555.1612244728
1014,162828.93506839348
1507,121614.56277329556
702,166677.73748262867
750,178926.83709092555
261,158339.04402809538
1559,83904.49568038154
577,234700.93589086772
2812,233605.84051518526
2080,171151.65992358013
1368,147716.61888397555
2376,108637.6825714584
659,137269.38465382234
1235,119479.12679071474
332,96388.58296316155
1917,133370.86946253537
2094,255891.03141032334
1460,286099.6951798125
1471,163869.27567529178
1509,125064.1132066953
1922,117179.42650178156
433,388673.1526908331
460,299219.8290969229
1116,213226.13991987729
1137,143117.2183061092
53,202121.84846431465
2354,266349.19224809075
1475,218548.2790995515
1761,452796.02892877336
842,113565.61176202947
2739,144775.82996897952
2509,206392.72042947623
1007,243187.9250524068
2610,177065.1749522654
1952,97193.93589557672
2719,166075.43502600328
2921,96388.58296316155
1966,127363.81349562842
292,150579.83546009654
1204,213187.35375043983
1829,258081.2221616882
2419,221121.7532324053
391,156039.3437391622
798,151001.90501102293
481,220957.48892605293
193,218115.2829410109
555,113018.06407418824
899,65522.86196826291
2357,195994.35635222524
328,111101.64716674393
1356,128004.90212169127
1154,106666.51089522999
1730,197921.6998672838
2249,132056.7550117164
1119,264800.0901227887
2856,139574.12693448784
1394,147020.77548912854
2587,122052.60092356853
61,297707.7061620465
2661,220086.4546172393
2711,133261.3599249671
1147,210296.27761249559
757,160255.46093553968
2623,93541.33498638717
2378,161843.34923027921
1413,186149.42457869742
1722,237203.68665559072
1112,222506.591051355
1623,175970.07957658294
1201,219385.56923065998
1513,107339.53671998612
957,216363.13033991895
1171,270204.8436330701
1145,234536.67158451537
2726,205083.64797038963
703,180936.79493659147
760,85437.62920633698
1964,116303.35020123562
2512,218931.56248104037
159,139941.44171663007
1281,180459.97061688104
468,202083.0622948772
290,128990.48795980553
665,105680.92505711579
1463,287578.07393698377
1792,247677.8160927049
923,129061.21132793627
500,267772.816236478
1408,142476.12968004635
331,71091.8797848968
170,137564.16908882197
2192,78648.03787710573
2571,332586.4938775328
2314,164143.0495192124
2647,105571.41551954753
422,371277.1048168286
2457,277010.4035616481
1838,213456.08560262807
2805,267264.0547180742
1645,152425.5289994101
1711,292177.4745148501
2825,266130.1731729543
322,329992.00915359997
2103,252589.77668392926
342,130414.1119481927
600,85547.13874390523
488,180678.9896920175
1725,321833.5486047657
2246,251166.15269554208
2847,169454.26209127234
806,272794.2863652706
530,254084.12404044723
963,159434.13940377784
2678,112004.6186742509
171,99016.81186479944
2401,368867.8949903272
805,242311.84875186085
2259,206906.52393961238
1748,214660.69051587878
1361,166223.73073300906
1677,148811.714259658
1406,142022.12293042673
2322,250087.02591920627
688,181007.51830472227
143,131306.1568480853
804,236617.35279831203
1214,156039.3437391622
2828,140817.51801717607
1999,207563.58116502187
2467,225721.1538102716
2665,201360.32369306928
1538,316384.1243091648
398,83904.49568038154
2822,123749.99875587632
2157,163097.66692058172
1856,137767.2195646118
1269,116741.38835150859
2570,121121.76985423843
2320,260802.9920015477
1517,163266.97321866645
2304,112689.53546148352
1312,115043.9905192008
2012,148811.714259658
506,240723.96045712125
2865,210520.33867936447
2367,136163.36267052562
554,125048.14460734866
238,121997.84615478438
1954,107980.62534604891
2488,172684.79344953556
2291,96388.58296316155
1969,110006.55179106147
2725,138040.9934085324
1482,163097.66692058172
2763,226816.24918595405
503,252277.2166705712
1584,241036.52047047933
1531,169892.3002415453
2210,189330.24315990892
459,322654.8701365275
556,113018.06407418824
1347,163501.96089314955
1290,96153.59528867839
1388,114441.68806257541
1571,157150.4077141913
2754,210280.30901314894
765,122435.88430505735
2494,115427.27390068967
2870,186115.68040099228
7,235451.53405449877
1114,225830.66334783984
2418,292122.71974606597
291,181696.51272882498
18,286576.51949952287
39,325721.1371884384
1001,254287.17451623705
2442,264870.8134909195
616,125228.37751304766
2680,86532.72458201944
1414,134208.1595936438
