id,username,date,text,hashtags,geo,type
1065311613715181568,SacCountyDot,2018-11-21 18:30:55+00:00,"SacDOT by the numbers: Maintenance crews completed nearly 3,000 miles of striping on Sac County roads in 2018.pic.twitter.com/cSXSfrs4Xv",,,official
1064601753902026754,SacCountyDot,2018-11-19 19:30:12+00:00,Rain is returning. That means the roads will be slick. Please slow down and give the car in front of you extra space. Remember to call 3-1-1 if you find street flooding in the unincorporated areas of Sacramento County.pic.twitter.com/KKLV30cWlH,,,official
1064590461338349568,SacCountyDot,2018-11-19 18:45:19+00:00,SacDOT by the numbers: We fixed 4600 streetlights in the county in 2018. Call 311 to request streetlight service.pic.twitter.com/bertMYq3eu,,,official
1063130872352854016,SacCountyDot,2018-11-15 18:05:26+00:00,"SacDOT by the numbers: We maintain 22,466 street markings around Sac County. Faded street markings are hazardous at night or during bad weather. Call 311 to report faded street markings.pic.twitter.com/BO1xlbCff0",,,official
1060594132941447168,SacCountyDot,2018-11-08 18:05:20+00:00,SacDOT by the numbers: Crews over 35 miles of Asphalt overlay repairs & 15 miles of road shoulder grading in 2018.pic.twitter.com/ZUDc4i4lC6,,,official
1065279378286764032,ShastaHHSA,2018-11-21 16:22:50+00:00,"Nice try, you sly turkey! Be safe at your holiday feasts by following these tips from the California Department of Public Health: https://www.cdph.ca.gov/Programs/CEH/DFDCS/CDPH%20Document%20Library/FDB/FoodSafetyProgram/2017HolidayFoodSafetyTips.pdf … #ShastaWellnesspic.twitter.com/kZ79DyCzwJ",#ShastaWellnesspic,,official
1065042312776937472,ShastaHHSA,2018-11-21 00:40:49+00:00,"2/2 To get rain ready this season, visit http://www.shastareddingrecovers.org for tips, information and resources. #carrfire #deltafire #hirzfire #norcal #Redding @cityofredding @CityShastaLake @ShastaSheriffpic.twitter.com/phr1rajy54",#carrfire #deltafire #hirzfire #norcal #Redding,,official
1065042308427526144,ShastaHHSA,2018-11-21 00:40:48+00:00,"1/2 Rain is expected this week, and we're more at risk for dangerous flash floods and debris flows. Due to the damage from the wildfires, we'll be facing elevated risks for some time. #carrfire #deltafire #hirzfire #norcal #Redding @cityofredding @CityShastaLake @ShastaSheriffpic.twitter.com/WOfRtZAkPn",#carrfire #deltafire #hirzfire #norcal #Redding,,official
1064656229044088833,ShastaHHSA,2018-11-19 23:06:40+00:00,Don't let the stress from recent wildfires cause you to slip up. Find out ways to fight the urge at: https://smokefree.gov/challenges-when-quitting/stress/coping-with-stress?fbclid=IwAR2JXL0gLePaiYcXWDw14BBoIZYGvGDq_2Wt17_0GGYqgefikqrGYDbT2-A …,,,official
1063549614572265473,ShastaHHSA,2018-11-16 21:49:22+00:00,"The air is unhealthy today and may continue to be for the near future. Remember to use your n95 masks correctly. Also, n95 masks CAN be used for longer than 8 hours for wildfire smoke protection. That length of life is for protecting against infectious diseases. #campfirepic.twitter.com/VdM6jkI0tD",#campfirepic,,official
1063548753603252224,ShastaHHSA,2018-11-16 21:45:57+00:00,#CampFire survivors who are staying in Shasta County can access WIC services at our locations. Click here to learn more: https://www.co.shasta.ca.us/index/hhsa_index/hhsa-newsroom/hhsa-newsroom-posts/wic-and-calfresh-replacement-services-available-to-camp-fire-evacuees-in-shasta-county … @CountyofButtepic.twitter.com/PJwxjNXVxF,#CampFire,,official
1063206451449974784,ShastaHHSA,2018-11-15 23:05:46+00:00,"Once we heard many #CampFire evacuees are staying at #Redding hotels, we printed up some resource flyers, hit the pavement and left these at hotel lobbies around town. The hotel staff were elated to have these available for their guests. #wildfiresolidaritypic.twitter.com/Hg1p45OtFA",#CampFire #Redding #wildfiresolidaritypic,,official
1063166688537960448,ShastaHHSA,2018-11-15 20:27:45+00:00,Come down and join us in the shopping center at Dana Dr. and Churn Creek Rd. for the Great American Smokeout!pic.twitter.com/32gXoxDGtZ,,,official
1063161569540898816,ShastaHHSA,2018-11-15 20:07:25+00:00,Open to anyone impacted by wildfire! #carrfire #campfire #hirzfire #deltafirepic.twitter.com/Bk3tzI8Q65,#carrfire #campfire #hirzfire #deltafirepic,,official
1063139201024049152,ShastaHHSA,2018-11-15 18:38:32+00:00,@UnitedWayNorCal is providing emergency cash grants to #campfire evacuees. @CALFIRE_ButteCo @CountyofButte Learn more here:https://www.norcalunitedway.org/camp-fire?fbclid=IwAR0XHYD3uopiY5RovMcpzFBxPMUaIwhMK6mi6-oJV6luYwJGESpdizDKV8s …,#campfire,,official
1062866962718515201,ShastaHHSA,2018-11-15 00:36:45+00:00,"#CampFire evacuees: If you're staying here in Shasta County, we can help you apply for replacement CalFresh food assistance. Just stop at one of our offices: https://www.co.shasta.ca.us/index/hhsa_index/Wheretofindus.aspx … #wildfiresolidarity #Norcal @ShastaSheriff @CALFIRE_ButteCo @CountyofButtepic.twitter.com/zdkSRflcoI",#CampFire #wildfiresolidarity #Norcal,,official
1062746031853494272,ShastaHHSA,2018-11-14 16:36:13+00:00,"If you're a #CarrFire survivor and could use some extra support, connect with our Cal Hope Shasta outreach workers. They'll provide an empathetic ear and help find other resources. #Redding #NorCal #ShastaCounty http://www.calhopeshasta.com @211Norcal @ShastaSheriffpic.twitter.com/PFirXZbXMD",#CarrFire #Redding #NorCal #ShastaCounty,,official
1062423873453350912,ShastaHHSA,2018-11-13 19:16:04+00:00,"Some areas of Shasta County may be seeing poor air quality due to smoke filtering into our area. For tips go to: https://www.co.shasta.ca.us/index/hhsa_index/Health_and_Safety/Current_heath_concerns/wildfiresmoke.aspx?fbclid=IwAR3V2vcBqso8WBwf7vcl5XMtuO7uoeGYJsy6XjViWrbP48cYBlZ38dFif-A … If you no longer have N95 masks, they are available at may local pharmacies and medical supply stores. #CampFire #StrongerThanCarr",#CampFire #StrongerThanCarr,,official
1060704220406472704,ShastaHHSA,2018-11-09 01:22:47+00:00,Our public health nurses have been sent to help people at #campfire shelters in Butte County. We're also assessing how many open beds we have locally at skilled nursing facilities. #wildfiresolidarity #ShastaCounty #ReddingCA,#campfire #wildfiresolidarity #ShastaCounty #ReddingCA,,official
1060601515620986880,ShastaHHSA,2018-11-08 18:34:41+00:00,"Our thoughts and prayers go out to Paradise and Butte County. If the #campfire is triggering any stress related to this summer's wildfires, consider using the disaster distress helpline and Cal Hope Shasta. https://activenorcal.com/butte-county-wildfire-explodes-to-1000-acres-all-of-paradise-forced-to-evacuate/?fbclid=IwAR3pnpoWCgU2xmtQunBmcYv_Jjj6AsvrUySUZHFOYy4Px0myAvV7Ob2x0lo …pic.twitter.com/em5p19PEzo",#campfire,,official
1061732388286357505,CALFIRE_MEU,2018-11-11 21:28:22+00:00,#MEUpic.twitter.com/qluc1aIyuw,#MEUpic,,official
1060655648692559872,CALFIRE_MEU,2018-11-08 22:09:47+00:00,Update regarding the large quantities of smoke that can currently be seen in Mendocino County. Please do not call 911 for smoke information - call 707-456-1810 if you have general questions or concerns.pic.twitter.com/C2GNkurpl1,,,official
1060599124653817856,CALFIRE_MEU,2018-11-08 18:25:10+00:00,Drift smoke from Camp fire visible in Mendocino County #MEU #CALFIREMEU #CAMPFIREhttps://twitter.com/CAL_FIRE/status/1060591322132709376 …,#MEU #CALFIREMEU #CAMPFIREhttps,,official
1060597765556776961,CALFIRE_MEU,2018-11-08 18:19:46+00:00,The smoke visible in Mendocino County is drift smoke from the fire in Butte County. #MEU,#MEU,,official
